order_num,order_type,cust_name,cust_state,prod_category,prod_number,prod_name,quantity,price,discount,order_total
1101180,Wholesale,Schinner Inc.,Florida,Blueprints,BP106,Hexacopter Drone Blueprint,12,8.99,1.80,106.08
1101181,Retail,Nolan Wirth,Kansas,eBooks,EB507,Drone Building Essentials,1,13.99,0.00,13.99
1101182,Retail,Steve Klein-Emmerich,District of Columbia,Drones,DS305,DTI-84 Drone,1,455.00,0.00,455.00
1101183,Retail,Kaye Hissett,Ohio,Robots,RS706,RWW-75 Robot,2,883.00,0.00,1766.00
1101184,Wholesale,Balistreri Group,Tennessee,Training Videos,TV808,Robotic Essentials,12,34.99,7.00,412.88
1101185,Retail,Jammie Minelli,Louisiana,Robot Kits,RK603,BYOR-1500,1,189.00,0.00,189.00
1101186,Wholesale,Stehr Group,North Carolina,Blueprints,BP102,Bsquare Robot Blueprint,6,8.99,1.80,52.14
1101187,Wholesale,Hammes Inc.,Michigan,Blueprints,BP101,All Eyes Drone Blueprint,89,9.99,2.00,887.11
1101188,Wholesale,Frami LLC,Louisiana,Training Videos,TV802,AI for Educators,58,49.95,9.99,2887.11
1101189,Retail,Pate Donativo,Wisconsin,Drones,DS302,DC-304 Drone,1,395.00,0.00,395.00
1101190,Wholesale,Casper-Brown,California,Training Videos,TV813,Virtual Reality Basics,54,29.99,6.00,1613.46
1101191,Retail,Demetris Heinschke,Florida,Robot Kits,RK606,BYOR-3535,1,225.00,0.00,225.00
1101192,Retail,Prentiss Redgrove,Michigan,Drones,DS306,DX-145 Drone,1,250.00,0.00,250.00
1101193,Retail,Arlen Danilyuk,Virginia,Blueprints,BP104,Cat Robot Blueprint,1,4.99,0.00,4.99
1101194,Wholesale,Schinner Inc.,Florida,eBooks,EB513,Photograph Drones,10,14.99,3.00,146.90
1101195,Wholesale,Mills Inc.,Oklahoma,Drone Kits,DK201,BYOD-100,9,54.00,10.80,475.20
1101196,Wholesale,Bechtelar LLC,Arizona,eBooks,EB503,Building Your Own Drone,10,24.99,5.00,244.90
1101197,Retail,Gary Renner,Minnesota,Training Videos,TV811,Understanding Drone Regulations,1,27.50,0.00,27.50
1101198,Wholesale,Wilderman Inc.,Kentucky,Blueprints,BP105,Creature Robot Arms Blueprint ,104,12.00,2.40,1245.60
1101199,Retail,Celestyn Ibel,Massachusetts,Drones,DS306,DX-145 Drone,1,250.00,0.00,250.00
1101200,Wholesale,Hudson LLC,Ohio,Drones,DS306,DX-145 Drone,38,250.00,50.00,9450.00
1101201,Wholesale,Deckow Inc.,New York,Drone Kits,DK209,BYOD-550,10,179.00,35.80,1754.20
1101202,Retail,Stephanus Macenzy,California,eBooks,EB504,Cartesian Robots,1,12.99,0.00,12.99
1101203,Wholesale,McGlynn Group,New York,Training Videos,TV805,Industrial 3D Printing ,9,49.00,9.80,431.20
1101204,Retail,Diarmid Teodorski,Texas,Drones,DS306,DX-145 Drone,1,250.00,0.00,250.00
1101205,Wholesale,Ferry Group,New Jersey,Robot Kits,RK603,BYOR-1500,7,189.00,37.80,1285.20
1101206,Retail,Shane Langworth,Utah,Training Videos,TV806,Mapping with Drones,1,49.00,0.00,49.00
1101207,Wholesale,Pouros Inc.,Michigan,Drones,DS306,DX-145 Drone,4,250.00,50.00,950.00
1101208,Wholesale,Auer Inc.,Maryland,Blueprints,BP107,Ladybug Robot Blueprint,4,12.00,2.40,45.60
1101209,Wholesale,Kuhic Inc.,Connecticut,eBooks,EB521,Understanding Artificial Intelligence,3,19.50,3.90,54.60
1101210,Retail,Josephina Dangerfield,Washington,Drones,DS301,DA-SA702 Drone,1,399.00,0.00,399.00
1101211,Retail,Barton Lockman,Arizona,eBooks,EB511,Helicopter Drones,1,20.95,0.00,20.95
1101212,Wholesale,Cremin LLC,Colorado,Drone Kits,DK203,BYOD-220,23,69.00,13.80,1573.20
1101213,Retail,Yalonda Dulany,California,Drone Kits,DK204,BYOD-300,1,89.00,0.00,89.00
1101214,Wholesale,Schaefer Inc.,Massachusetts,Drone Kits,DK206,BYOD-400,5,119.00,23.80,571.20
1101215,Wholesale,Grant LLC,Arizona,Drone Kits,DK201,BYOD-100,11,54.00,10.80,583.20
1101216,Wholesale,Trantow Technologies,Mississippi,Drone Kits,DK206,BYOD-400,3,119.00,23.80,333.20
1101217,Wholesale,Hayes LLC,Illinois,Training Videos,TV813,Virtual Reality Basics,10,29.99,6.00,293.90
1101218,Wholesale,Gibson Group,Florida,Drones,DS303,DTD-7000 Drone,8,450.00,90.00,3510.00
1101219,Retail,Antonio Fisher,Utah,Drones,DS303,DTD-7000 Drone,1,450.00,0.00,450.00
1101220,Retail,Julio Learoyd,Oregon,eBooks,EB513,Photograph Drones,1,14.99,0.00,14.99
1101221,Wholesale,Boyer LLC,Texas,Drone Kits,DK202,BYOD-200,4,58.95,11.79,224.01
1101222,Retail,Marco Frizzell,New York,Drones,DS301,DA-SA702 Drone,1,399.00,0.00,399.00
1101223,Wholesale,Mann LLC,Texas,eBooks,EB504,Cartesian Robots,8,12.99,2.60,101.32
1101224,Wholesale,Bergstrom LLC,Minnesota,Training Videos,TV802,AI for Educators,11,49.95,9.99,539.46
1101225,Retail,Peg Claire,Florida,Blueprints,BP108,Panda Robot Blueprint,1,7.99,0.00,7.99
1101226,Wholesale,Beatty LLC,Idaho,eBooks,EB508,Fixed Wing Drones,10,15.50,3.10,151.90
1101227,Wholesale,Conn Inc.,Kentucky,Drones,DS303,DTD-7000 Drone,83,450.00,90.00,37260.00
1101228,Wholesale,Turcotte Corp,New York,Drone Kits,DK201,BYOD-100,89,54.00,10.80,4795.20
1101229,Retail,Rau Nesby,Florida,Blueprints,BP108,Panda Robot Blueprint,1,7.99,0.00,7.99
1101230,Wholesale,Hills Group,Georgia,Drones,DS305,DTI-84 Drone,5,455.00,91.00,2184.00
1101231,Retail,Forester Taillant,Arizona,eBooks,EB502,Building Your First Robot,1,24.95,0.00,24.95
1101232,Wholesale,Donnelly Group,Montana,Blueprints,BP104,Cat Robot Blueprint,5,4.99,1.00,23.95
1101233,Retail,Agnella Paridge,Arizona,Drones,DS306,DX-145 Drone,1,250.00,0.00,250.00
1101234,Wholesale,WPS Technologies,Pennsylvania,Robot Kits,RK605,BYOR-3000,6,214.00,42.80,1241.20
1101235,Wholesale,Kuhlman Inc.,Tennessee,Robot Kits,RK603,BYOR-1500,11,189.00,37.80,2041.20
1101236,Retail,Gabriel Legros,Texas,eBooks,EB504,Cartesian Robots,1,12.99,0.00,12.99
1101237,Wholesale,Blue Sky Kites,Colorado,Robot Kits,RK605,BYOR-3000,5,214.00,42.80,1027.20
1101238,Wholesale,Erdman LLC,North Carolina,Training Videos,TV801,Aerial Security,12,36.99,7.40,436.48
1101239,Retail,Oralie Ledley,New Mexico,Drone Kits,DK204,BYOD-300,1,89.00,0.00,89.00
1101240,Retail,Rafaellle Borthram,Georgia,eBooks,EB503,Building Your Own Drone,1,24.99,0.00,24.99
1101241,Retail,Cirilo Totman,Indiana,Drone Kits,DK208,BYOD-500,1,167.00,0.00,167.00
1101242,Retail,Stanton LeEstut,Texas,Blueprints,BP104,Cat Robot Blueprint,1,4.99,0.00,4.99
1101243,Wholesale,Feil LLC,Maryland,Blueprints,BP108,Panda Robot Blueprint,5,7.99,1.60,38.35
1101244,Retail,Wang Fallanche,Nebraska,Robot Kits,RK607,BYOR-4005,1,245.00,0.00,245.00
1101245,Wholesale,Bins Inc.,Ohio,Robot Kits,RK603,BYOR-1500,8,189.00,37.80,1474.20
1101246,Wholesale,Ledner LLC,Florida,eBooks,EB518,Single Rotor Drones,7,14.99,3.00,101.93
1101247,Retail,April Persich,California,Blueprints,BP110,Upside Down Robot Blueprint,1,12.00,0.00,12.00
1101248,Wholesale,Schinner Inc.,Florida,Blueprints,BP107,Ladybug Robot Blueprint,70,12.00,2.40,837.60
1101249,Retail,Ulrika Attril,Virginia,Blueprints,BP110,Sleepy Eye Blueprint,1,11.99,0.00,11.99
1101250,Wholesale,Gusikowski Group,North Carolina,eBooks,EB508,Fixed Wing Drones,6,15.50,3.10,89.90
1101251,Wholesale,Kohler Inc.,Georgia,Training Videos,TV813,Virtual Reality Basics,9,29.99,6.00,263.91
1101252,Retail,Livvyy Albion,Ohio,Robot Kits,RK605,BYOR-3000,1,214.00,0.00,214.00
1101253,Wholesale,Torp Inc.,Florida,eBooks,EB503,Building Your Own Drone,3,24.99,5.00,69.97
1101254,Wholesale,Pouros Inc.,Michigan,Training Videos,TV808,Robotic Essentials,3,34.99,7.00,97.97
1101255,Wholesale,Dickens LLC,Connecticut,eBooks,EB504,Cartesian Robots,9,12.99,2.60,114.31
1101256,Wholesale,Lind Group,District of Columbia,Robot Kits,RK606,BYOR-3535,13,225.00,45.00,2880.00
1101257,Wholesale,Koss Industries,Nevada,eBooks,EB509,GPS Drones,10,19.99,4.00,195.90
1101258,Retail,Patton Barthel,Utah,Robots,RS703,RCB-889 Robot,1,549.00,0.00,549.00
1101259,Wholesale,Moore LLC,Indiana,eBooks,EB514,Polar Robots,3,23.99,4.80,67.17
1101260,Wholesale,Rutherford Group,South Carolina,Robot Kits,RK606,BYOR-3535,9,225.00,45.00,1980.00
1101261,Wholesale,Kub LLC,Texas,Drones,DS306,DX-145 Drone,11,250.00,50.00,2700.00
1101262,Wholesale,Zoo Technologies,Hawaii,eBooks,EB508,Fixed Wing Drones,4,15.50,3.10,58.90
1101263,Wholesale,Kreiger LLC,New York,Blueprints,BP108,Panda Robot Blueprint,11,7.99,1.60,86.29
1101264,Retail,Corey Soame,Florida,Training Videos,TV813,Virtual Reality Basics,1,29.99,0.00,29.99
1101265,Wholesale,Feest Inc.,Indiana,eBooks,EB508,Fixed Wing Drones,67,15.50,3.10,1035.40
1101266,Wholesale,Zemlak Inc.,California,Drones,DS301,DA-SA702 Drone,7,399.00,79.80,2713.20
1101267,Retail,Hammy Eldin,New Jersey,Robot Kits,RK603,BYOR-1500,3,189.00,0.00,567.00
1101268,Wholesale,Christiansen Group,Colorado,Blueprints,BP109,QuadroCopter Blueprint ,9,10.99,2.20,96.71
1101269,Wholesale,Gottlieb-Jenkins,West Virginia,Training Videos,TV808,Robotic Essentials,6,34.99,7.00,202.94
1101270,Retail,Stevie Hanscomb,California,eBooks,EB511,Helicopter Drones,1,20.95,0.00,20.95
1101271,Retail,Lorna Cansdale,District of Columbia,Drones,DS303,DTD-7000 Drone,1,450.00,0.00,450.00
1101272,Retail,Agnese Nolot,Arkansas,eBooks,EB514,Polar Robots,1,23.99,0.00,23.99
1101273,Retail,Maggie Raynor,California,Training Videos,TV806,Mapping with Drones,1,49.00,0.00,49.00
1101274,Wholesale,Beahan Inc.,Hawaii,Blueprints,BP104,Cat Robot Blueprint,8,4.99,1.00,38.92
1101275,Retail,Adrian Mariotte,Texas,eBooks,EB509,GPS Drones,1,19.99,0.00,19.99
1101276,Wholesale,The Lesch Company,Maryland,Blueprints,BP108,Panda Robot Blueprint,8,7.99,1.60,62.32
1101277,Retail,Pen Ridsdale,California,Robot Kits,RK602,BYOR-1000,1,190.00,0.00,190.00
1101278,Retail,Isaak Legate,Illinois,Drones,DS305,DTI-84 Drone,1,455.00,0.00,455.00
1101279,Wholesale,Runte Inc.,Montana,Robots,RS702,MICR-23K Robot,12,899.00,179.80,10608.20
1101280,Wholesale,Kohler Inc.,Georgia,Training Videos,TV812,Understanding Raspberry PI,97,28.99,5.80,2806.23
1101281,Retail,Molly Klein,Kansas,Drones,DS305,DTI-84 Drone,2,455.00,0.00,910.00
1101282,Wholesale,Mountain Run LLC,Georgia,Training Videos,TV803,Cloud Computing,8,29.99,6.00,233.92
1101283,Wholesale,Upton LLC,California,eBooks,EB509,GPS Drones,3,19.99,4.00,55.97
1101284,Wholesale,Ortiz Inc.,Texas,eBooks,EB520,Understanding Arduino,6,17.50,3.50,101.50
1101285,Retail,Viviana Knoller,Florida,Drone Kits,DK204,BYOD-300,1,89.00,0.00,89.00
1101286,Retail,Lauren Casper,Michigan,Drone Kits,DK208,BYOD-500,2,167.00,0.00,334.00
1101287,Retail,Leland Rackstraw,Washington,Robot Kits,RK606,BYOR-3535,1,225.00,0.00,225.00
1101288,Retail,Charleen Curedell,Iowa,Training Videos,TV813,Virtual Reality Basics,1,29.99,0.00,29.99
1101289,Wholesale,Mraz Ullrich Inc..,Virginia,eBooks,EB503,Building Your Own Drone,26,24.99,5.00,644.74
1101290,Wholesale,Metz Group,Delaware,Blueprints,BP104,Cat Robot Blueprint,9,4.99,1.00,43.91
1101291,Wholesale,Cummings LLC,New York,Robot Kits,RK602,BYOR-1000,4,189.00,37.80,718.20
1101292,Wholesale,Wilkinson LLC,Massachusetts,eBooks,EB513,Photograph Drones,8,14.99,3.00,116.92
1101293,Retail,Hillary Gilfoy,Kentucky,Drones,DS306,DX-145 Drone,1,250.00,0.00,250.00
1101294,Retail,Henryetta Clayson,Louisiana,Blueprints,BP107,Ladybug Robot Blueprint,1,12.00,0.00,12.00
1101295,Retail,Ruperta Cawse,Florida,eBooks,EB502,Building Your First Robot,1,24.95,0.00,24.95
1101296,Retail,Zia Easeman,Tennessee,eBooks,EB520,Understanding Arduino,1,17.50,0.00,17.50
1101297,Retail,Darcy Wolff,Nevada,eBooks,EB521,Understanding Artificial Intelligence,1,19.50,0.00,19.50
1101298,Wholesale,Jenkins LLC,North Carolina,Robot Kits,RK603,BYOR-1500,12,189.00,37.80,2230.20
1101299,Retail,Jenna Brown,California,eBooks,EB521,Understanding Artificial Intelligence,1,19.50,0.00,19.50
1101300,Wholesale,Herzog Group,California,Drones,DS305,DTI-84 Drone,3,455.00,91.00,1274.00
1101301,Wholesale,Bahringer Group,New Hampshire,Blueprints,BP104,Cat Robot Blueprint,11,4.99,1.00,53.89
1101302,Retail,Cassandra Caughte,Washington,Training Videos,TV809,Understanding 3D Printing,1,42.99,0.00,42.99
1101303,Wholesale,Landon Hotel,California,Blueprints,BP102,Bsquare Robot Blueprint,12,8.99,1.80,106.08
1101304,Retail,Forrest Baird,Virginia,Training Videos,TV809,Understanding 3D Printing,1,42.99,0.00,42.99
1101305,Wholesale,Strosin Innovations,Florida,Blueprints,BP108,Panda Robot Blueprint,9,7.99,1.60,70.31
1101306,Wholesale,Bradtke Inc.,Washington,Training Videos,TV803,Cloud Computing,5,29.99,6.00,143.95
1101307,Retail,Margaret Eadmead,Washington,eBooks,EB503,Building Your Own Drone,1,24.99,0.00,24.99
1101308,Wholesale,Boyer LLC,Texas,Robot Kits,RK605,BYOR-3000,63,214.00,42.80,13439.20
1101309,Retail,Graham LLC,Arizona,Drone Kits,DK201,BYOD-100,1,54.00,0.00,54.00
1101310,Wholesale,Dare LLC,Colorado,Training Videos,TV812,Understanding Raspberry PI,6,28.99,5.80,168.14
1101311,Wholesale,Little and Sons,California,Robots,RS704,RLK-9920 Robot,8,699.00,139.80,5452.20
1101312,Wholesale,Bergnaum Group,Ohio,Blueprints,BP107,Ladybug Robot Blueprint,8,12.00,2.40,93.60
1101313,Retail,Dory Stebbings,Florida,Blueprints,BP107,Ladybug Robot Blueprint,1,12.00,0.00,12.00
1101314,Retail,Domenico Boanas,District of Columbia,eBooks,EB507,Drone Building Essentials,1,13.99,0.00,13.99
1101315,Wholesale,Boehm Inc.,Idaho,eBooks,EB513,Photograph Drones,35,14.99,3.00,521.65
1101316,Wholesale,Feest Inc.,Indiana,Robot Kits,RK606,BYOR-3535,96,223.00,44.60,21363.40
1101317,Wholesale,Carroll Inc.,New York,eBooks,EB507,Drone Building Essentials,7,13.99,2.80,95.13
1101318,Wholesale,Herzog Group,California,Robots,RS704,RLK-9920 Robot,9,699.00,139.80,6151.20
1101319,Retail,Catlin Sibray,Utah,Robots,RS702,MICR-23K Robot,1,899.00,0.00,899.00
1101320,Wholesale,Baumbach Security,North Dakota,Blueprints,BP110,Upside Down Robot Blueprint,4,12.00,2.40,45.60
1101321,Wholesale,Lind Group,District of Columbia,Training Videos,TV813,Virtual Reality Basics,12,29.99,6.00,353.88
1101322,Wholesale,Baumbach Security,North Dakota,Robots,RS703,RCB-889 Robot,7,549.00,109.80,3733.20
1101323,Wholesale,Thompson Inc.,Massachusetts,eBooks,EB518,Single Rotor Drones,78,14.99,3.00,1166.22
1101324,Wholesale,Dickens LLC,Connecticut,Blueprints,BP110,Sleepy Eye Blueprint,35,11.99,2.40,417.25
1101325,Retail,Hazel Bison,Arizona,eBooks,EB521,Understanding Artificial Intelligence,1,19.50,0.00,19.50
1101326,Retail,Clerkclaude Crannach,Maryland,eBooks,EB508,Fixed Wing Drones,1,15.50,0.00,15.50
1101327,Retail,Smitty Boehm,Utah,Training Videos,TV804,Drone Video Techniques,1,37.99,0.00,37.99
1101328,Wholesale,Witting Innovations,Kentucky,Robots,RS706,RWW-75 Robot,10,883.00,176.60,8653.40
1101329,Wholesale,Pouros Inc.,Michigan,Training Videos,TV811,Understanding Drone Regulations,6,27.50,5.50,159.50
1101330,Wholesale,Murphy LLC,Missouri,eBooks,EB503,Building Your Own Drone,10,24.99,5.00,244.90
1101331,Retail,Freeman Spilstead,Georgia,Drones,DS307,MICR-564K Drone,1,499.00,0.00,499.00
1101332,Retail,Regina McClure,Georgia,Robot Kits,RK606,BYOR-3535,2,225.00,0.00,450.00
1101333,Wholesale,Beatty LLC,Idaho,eBooks,EB509,GPS Drones,9,19.99,4.00,175.91
1101334,Wholesale,Cole Inc.,Minnesota,Robot Kits,RK606,BYOR-3535,11,225.00,45.00,2430.00
1101335,Wholesale,Gorczany Inc.,Ohio,Blueprints,BP106,Hexacopter Drone Blueprint,12,8.99,1.80,106.08
1101336,Wholesale,Veum Group,New York,Robots,RS704,RLK-9920 Robot,3,699.00,139.80,1957.20
1101337,Retail,Leshia Schinetti,Florida,eBooks,EB513,Photograph Drones,1,14.99,0.00,14.99
1101338,Wholesale,Bradtke Inc.,Washington,eBooks,EB503,Building Your Own Drone,13,24.99,5.00,319.87
1101339,Wholesale,Kutch Inc.,Virginia,Training Videos,TV809,Understanding 3D Printing,4,42.99,8.60,163.36
1101340,Wholesale,Stracke International,Nebraska,eBooks,EB501,Articulated Robots,7,23.99,4.80,163.13
1101341,Retail,Ali Prohaska,Missouri,Robots,RS707,RXW-9807 Robot,1,599.00,0.00,599.00
1101342,Retail,Marnie Tatchell,Georgia,eBooks,EB516,RTF Drones,1,16.99,0.00,16.99
1101343,Wholesale,Zemlak Inc.,California,Drone Kits,DK203,BYOD-220,52,69.00,13.80,3574.20
1101344,Wholesale,Swaniawski Group,Virginia,Training Videos,TV811,Understanding Drone Regulations,8,27.50,5.50,214.50
1101345,Wholesale,Torp Inc.,Florida,Robot Kits,RK602,BYOR-1000,5,189.00,37.80,907.20
1101346,Retail,Lexis Mitcheson,New York,Drone Kits,DK206,BYOD-400,1,119.00,0.00,119.00
1101347,Wholesale,Bergstrom LLC,Minnesota,eBooks,EB503,Building Your Own Drone,9,24.99,5.00,219.91
1101348,Wholesale,Streich LLC,Washington,eBooks,EB511,Helicopter Drones,6,20.95,4.19,121.51
1101349,Wholesale,Torphy Invisionaries,Arizona,Training Videos,TV806,Mapping with Drones,57,49.00,9.80,2783.20
1101350,Retail,Lori Collier,Florida,eBooks,EB504,Cartesian Robots,1,12.99,0.00,12.99
1101351,Wholesale,Murazik Inc.,Arizona,Drones,DS303,DTD-7000 Drone,20,450.00,90.00,8910.00
1101352,Retail,Cody Slimm,Tennessee,Robot Kits,RK603,BYOR-1500,1,189.00,0.00,189.00
1101353,Retail,Kellsie Plank,Florida,Blueprints,BP102,Bsquare Robot Blueprint,1,8.99,0.00,8.99
1101354,Wholesale,Predovic LLC,Iowa,Training Videos,TV805,Industrial 3D Printing ,8,49.00,9.80,382.20
1101355,Wholesale,Dickens LLC,Connecticut,Robot Kits,RK603,BYOR-1500,10,189.00,37.80,1852.20
1101356,Retail,Tommie Antonoczyk,Missouri,Blueprints,BP108,Panda Robot Blueprint,1,7.99,0.00,7.99
1101357,Wholesale,Kuhn Group,Texas,eBooks,EB521,Understanding Artificial Intelligence,5,19.50,3.90,93.60
1101358,Retail,Kermie Balcers,North Carolina,Training Videos,TV807,Open Source Code,1,32.95,0.00,32.95
1101359,Retail,Dur Talkington,Indiana,Blueprints,BP102,Bsquare Robot Blueprint,1,8.99,0.00,8.99
1101360,Retail,Misty Oberbrunner,Arizona,eBooks,EB521,Understanding Artificial Intelligence,1,19.50,0.00,19.50
1101361,Wholesale,Hayes LLC,Illinois,Robots,RS707,RXW-9807 Robot,12,599.00,119.80,7068.20
1101362,Wholesale,Howe LLC,New Mexico,Training Videos,TV802,AI for Educators,11,49.95,9.99,539.46
1101363,Retail,Mei Naton,Virginia,Blueprints,BP107,Ladybug Robot Blueprint,1,12.00,0.00,12.00
1101364,Wholesale,Labadie Inc.,Kansas,Training Videos,TV805,Industrial 3D Printing ,11,49.00,9.80,529.20
1101365,Wholesale,Lockman Group,Kansas,Drones,DS302,DC-304 Drone,9,395.00,79.00,3476.00
1101366,Wholesale,Kiehn LLC,District of Columbia,eBooks,EB502,Building Your First Robot,10,24.95,4.99,244.51
1101367,Wholesale,Becker LLC,Missouri,Training Videos,TV808,Robotic Essentials,6,34.99,7.00,202.94
1101368,Retail,SpencerInc.,District of Columbia,Training Videos,TV805,Industrial 3D Printing ,48,49.00,0.00,2352.00
1101369,Wholesale,Ortiz Inc.,Texas,eBooks,EB513,Photograph Drones,10,14.99,3.00,146.90
1101370,Retail,Abba Handman,Florida,Blueprints,BP108,Panda Robot Blueprint,1,7.99,0.00,7.99
1101371,Retail,Ciro Sturley,South Carolina,Robot Kits,RK603,BYOR-1500,1,189.00,0.00,189.00
1101372,Wholesale,Nader LLC,Ohio,Drones,DS307,MICR-564K Drone,7,499.00,99.80,3393.20
1101373,Retail,Berget Cordeiro,West Virginia,Drones,DS306,DX-145 Drone,2,250.00,0.00,500.00
1101374,Wholesale,Erdman LLC,North Carolina,Training Videos,TV809,Understanding 3D Printing,5,42.99,8.60,206.35
1101375,Retail,Paxton Trebilcock,Missouri,eBooks,EB507,Drone Building Essentials,1,13.99,0.00,13.99
1101376,Retail,Sibyl Madsen,Indiana,Robots,RS706,RWW-75 Robot,1,883.00,0.00,883.00
1101377,Retail,Benn Cornew,Ohio,Blueprints,BP104,Cat Robot Blueprint,1,4.99,0.00,4.99
1101378,Wholesale,Boehm Inc.,Idaho,Drone Kits,DK203,BYOD-220,3,69.00,13.80,193.20
1101379,Wholesale,Stiedemann Securities ,Maryland,Robot Kits,RK603,BYOR-1500,8,189.00,37.80,1474.20
1101380,Wholesale,Emard LLC,California,Blueprints,BP102,Bsquare Robot Blueprint,95,8.99,1.80,852.25
1101381,Retail,Nathan Jenkins,Virginia,eBooks,EB513,Photograph Drones,1,14.99,0.00,14.99
1101382,Retail,Karlens McIlvaney,Virginia,eBooks,EB517,SCARA Robots,1,19.50,0.00,19.50
1101383,Retail,Haywood Leonards,District of Columbia,Training Videos,TV805,Industrial 3D Printing ,1,49.00,0.00,49.00
1101384,Retail,Conrado Wheble,Texas,Robots,RS704,RLK-9920 Robot,1,699.00,0.00,699.00
1101385,Wholesale,Daugherty Group,New Mexico,Robot Kits,RK603,BYOR-1500,11,189.00,37.80,2041.20
1101386,Wholesale,Jones LLC,Arizona,Training Videos,TV810,Understanding Automation,12,44.95,8.99,530.41
1101387,Retail,Garvey Paty,Ohio,Drone Kits,DK203,BYOD-220,1,69.00,0.00,69.00
1101388,Retail,Deborah Nilles,California,eBooks,EB501,Articulated Robots,1,23.99,0.00,23.99
1101389,Wholesale,Effertz LLC,Washington,Blueprints,BP110,Sleepy Eye Blueprint,9,11.99,2.40,105.51
1101390,Wholesale,Witting Innovations,Kentucky,Training Videos,TV801,Aerial Security,9,36.99,7.40,325.51
1101391,Retail,Archibold Pogg,Texas,eBooks,EB509,GPS Drones,1,19.99,0.00,19.99
1101392,Retail,Jennifer Stanton,New York,Drone Kits,DK201,BYOD-100,2,54.00,0.00,108.00
1101393,Wholesale,Schmidt Group,Nebraska,Blueprints,BP109,QuadroCopter Blueprint ,8,10.99,2.20,85.72
1101394,Retail,Scarlett Kerbey,Florida,eBooks,EB514,Polar Robots,1,23.99,0.00,23.99
1101395,Retail,Aldus Leisman,Utah,Training Videos,TV809,Understanding 3D Printing,1,42.99,0.00,42.99
1101396,Wholesale,McKenzie Inc..,Montana,Robot Kits,RK603,BYOR-1500,5,189.00,37.80,907.20
1101397,Retail,Glynda Caffrey,West Virginia,Blueprints,BP110,Sleepy Eye Blueprint,1,11.99,0.00,11.99
1101398,Wholesale,Ferry Group,New Jersey,eBooks,EB511,Helicopter Drones,11,20.95,4.19,226.26
1101399,Wholesale,The Wisoky Team,Minnesota,Robot Kits,RK602,BYOR-1000,12,189.00,37.80,2230.20
1101400,Wholesale,McKenzie Inc..,Montana,eBooks,EB513,Photograph Drones,47,14.99,3.00,701.53
1101401,Wholesale,Bauch Group,Pennsylvania,eBooks,EB521,Understanding Artificial Intelligence,70,19.50,3.90,1361.10
1101402,Wholesale,Kreiger LLC,New York,eBooks,EB513,Photograph Drones,4,14.99,3.00,56.96
